GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)
1500000US250173164006,250173164006,"Block Group 6, Census Tract 3164, Middlesex County, Massachusetts",$-,$**
1500000US250173501031,250173501031,"Block Group 1, Census Tract 3501.03, Middlesex County, Massachusetts",$-,$**
1500000US250173506001,250173506001,"Block Group 1, Census Tract 3506, Middlesex County, Massachusetts",$-,$**
1500000US250173530001,250173530001,"Block Group 1, Census Tract 3530, Middlesex County, Massachusetts",$-,$**
1500000US250173531021,250173531021,"Block Group 1, Census Tract 3531.02, Middlesex County, Massachusetts",$-,$**
1500000US250173531023,250173531023,"Block Group 3, Census Tract 3531.02, Middlesex County, Massachusetts",$-,$**
1500000US250173537003,250173537003,"Block Group 3, Census Tract 3537, Middlesex County, Massachusetts",$-,$**
1500000US250173578003,250173578003,"Block Group 3, Census Tract 3578, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173662012,250173662012,"Block Group 2, Census Tract 3662.01, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173672003,250173672003,"Block Group 3, Census Tract 3672, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173672004,250173672004,"Block Group 4, Census Tract 3672, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173672006,250173672006,"Block Group 6, Census Tract 3672, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173735004,250173735004,"Block Group 4, Census Tract 3735, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173744001,250173744001,"Block Group 1, Census Tract 3744, Middlesex County, Massachusetts","$250,000+",$***
1500000US250173744002,250173744002,"Block Group 2, Census Tract 3744, Middlesex County, Massachusetts","$250,000+",$***
1500000US250179800001,250179800001,"Block Group 1, Census Tract 9800, Middlesex County, Massachusetts",$-,$**
1500000US250214043011,250214043011,"Block Group 1, Census Tract 4043.01, Norfolk County, Massachusetts","$250,000+",$***
1500000US250214044003,250214044003,"Block Group 3, Census Tract 4044, Norfolk County, Massachusetts","$250,000+",$***
1500000US250250005024,250250005024,"Block Group 4, Census Tract 5.02, Suffolk County, Massachusetts",$-,$**
1500000US250250008032,250250008032,"Block Group 2, Census Tract 8.03, Suffolk County, Massachusetts",$-,$**
1500000US250250104051,250250104051,"Block Group 1, Census Tract 104.05, Suffolk County, Massachusetts",$-,$**
1500000US250250512001,250250512001,"Block Group 1, Census Tract 512, Suffolk County, Massachusetts",$-,$**
1500000US250250701015,250250701015,"Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts","$250,000+",$***
1500000US250259801011,250259801011,"Block Group 1, Census Tract 9801.01, Suffolk County, Massachusetts",$-,$**
1500000US250259803001,250259803001,"Block Group 1, Census Tract 9803, Suffolk County, Massachusetts",$-,$**
1500000US250259807001,250259807001,"Block Group 1, Census Tract 9807, Suffolk County, Massachusetts",$-,$**
1500000US250259810001,250259810001,"Block Group 1, Census Tract 9810, Suffolk County, Massachusetts",$-,$**
1500000US250259811001,250259811001,"Block Group 1, Census Tract 9811, Suffolk County, Massachusetts",$-,$**
1500000US250259811002,250259811002,"Block Group 2, Census Tract 9811, Suffolk County, Massachusetts",$-,$**
1500000US250259811003,250259811003,"Block Group 3, Census Tract 9811, Suffolk County, Massachusetts",$-,$**
1500000US250259812011,250259812011,"Block Group 1, Census Tract 9812.01, Suffolk County, Massachusetts",$-,$**
1500000US250259812021,250259812021,"Block Group 1, Census Tract 9812.02, Suffolk County, Massachusetts",$-,$**
1500000US250259813001,250259813001,"Block Group 1, Census Tract 9813, Suffolk County, Massachusetts",$-,$**
1500000US250259815011,250259815011,"Block Group 1, Census Tract 9815.01, Suffolk County, Massachusetts",$-,$**
1500000US250259815021,250259815021,"Block Group 1, Census Tract 9815.02, Suffolk County, Massachusetts",$-,$**
1500000US250259816001,250259816001,"Block Group 1, Census Tract 9816, Suffolk County, Massachusetts",$-,$**
1500000US250259817001,250259817001,"Block Group 1, Census Tract 9817, Suffolk County, Massachusetts",$-,$**
1500000US250259901010,250259901010,"Block Group 0, Census Tract 9901.01, Suffolk County, Massachusetts",$-,$**
