GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250173336006,250173336006,"Block Group 6, Census Tract 3336, Middlesex County, Massachusetts",547,116,36,38,31,30,60,66,24,27,22,24,17,27,26,45,12,18,11,16,0,12,44,56,80,62,56,51,45,38,22,33,61,70
1500000US250173341001,250173341001,"Block Group 1, Census Tract 3341, Middlesex County, Massachusetts",593,104,0,12,0,12,0,12,48,44,16,25,24,37,0,12,20,23,36,38,64,43,69,53,31,33,34,38,86,86,86,55,79,74
1500000US250173341002,250173341002,"Block Group 2, Census Tract 3341, Middlesex County, Massachusetts",791,105,0,12,13,20,12,19,21,31,7,13,21,32,7,11,0,12,16,25,16,26,59,51,116,56,91,61,88,65,124,98,200,79
1500000US250173341003,250173341003,"Block Group 3, Census Tract 3341, Middlesex County, Massachusetts",1156,129,63,67,0,12,12,18,11,19,28,32,12,18,75,84,12,18,19,30,80,84,64,42,257,111,181,84,87,68,161,85,94,59
1500000US250173342001,250173342001,"Block Group 1, Census Tract 3342, Middlesex County, Massachusetts",378,52,0,12,0,12,0,12,0,12,0,12,8,12,7,12,16,17,0,12,0,12,22,35,78,38,115,49,23,21,48,30,61,51
1500000US250173342002,250173342002,"Block Group 2, Census Tract 3342, Middlesex County, Massachusetts",312,63,8,14,8,12,0,12,8,13,17,18,0,12,0,12,0,12,0,12,8,13,24,19,29,33,75,50,56,36,48,32,31,33
1500000US250173342003,250173342003,"Block Group 3, Census Tract 3342, Middlesex County, Massachusetts",416,67,11,18,88,44,6,11,7,12,10,16,45,39,0,12,23,21,0,12,7,11,31,34,71,41,19,22,12,14,48,34,38,27
1500000US250173342004,250173342004,"Block Group 4, Census Tract 3342, Middlesex County, Massachusetts",381,43,11,17,0,12,0,12,8,13,13,17,0,12,8,12,7,10,0,12,15,17,21,22,29,27,64,34,53,35,30,25,122,55
1500000US250173343001,250173343001,"Block Group 1, Census Tract 3343, Middlesex County, Massachusetts",615,82,10,17,0,12,0,12,0,12,15,25,0,12,0,12,0,12,0,12,11,19,81,63,73,47,136,74,95,56,121,69,73,54
1500000US250173343002,250173343002,"Block Group 2, Census Tract 3343, Middlesex County, Massachusetts",396,80,0,12,10,16,0,12,0,12,14,22,38,60,32,48,0,12,0,12,0,12,29,36,18,28,25,27,48,43,32,36,150,91
1500000US250173343003,250173343003,"Block Group 3, Census Tract 3343, Middlesex County, Massachusetts",594,96,0,12,12,19,18,28,25,30,38,31,0,12,19,31,14,21,36,57,15,23,0,12,36,34,141,92,34,40,56,42,150,67
1500000US250173343004,250173343004,"Block Group 4, Census Tract 3343, Middlesex County, Massachusetts",887,89,11,18,17,28,0,12,27,32,29,32,0,12,0,12,29,33,33,37,25,30,70,56,124,61,72,59,83,49,235,112,132,71
1500000US250173344001,250173344001,"Block Group 1, Census Tract 3344, Middlesex County, Massachusetts",419,56,18,27,0,12,0,12,33,30,16,25,12,19,0,12,15,24,0,12,26,31,0,12,57,45,25,29,85,54,71,56,61,46
1500000US250173344002,250173344002,"Block Group 2, Census Tract 3344, Middlesex County, Massachusetts",827,123,56,91,62,52,0,12,50,46,32,36,33,35,37,40,15,24,90,98,43,32,40,36,29,34,115,73,56,50,88,53,81,62
1500000US250173344003,250173344003,"Block Group 3, Census Tract 3344, Middlesex County, Massachusetts",515,91,0,12,0,12,15,24,18,28,0,12,62,71,7,19,0,12,18,28,25,26,68,56,62,42,83,57,50,48,78,49,29,31
1500000US250173344004,250173344004,"Block Group 4, Census Tract 3344, Middlesex County, Massachusetts",234,73,0,12,0,12,18,28,0,12,16,26,0,12,0,12,15,25,0,12,0,12,0,12,59,69,37,42,38,37,24,37,27,32
1500000US250173344005,250173344005,"Block Group 5, Census Tract 3344, Middlesex County, Massachusetts",654,97,30,35,14,24,48,45,61,49,15,24,32,36,0,12,17,26,0,12,16,25,45,41,89,63,84,56,59,57,95,59,49,45
1500000US250173351001,250173351001,"Block Group 1, Census Tract 3351, Middlesex County, Massachusetts",466,65,13,20,12,19,0,12,0,12,0,12,13,21,14,22,0,12,23,27,40,39,55,45,30,29,52,43,67,48,97,66,50,48
1500000US250173351002,250173351002,"Block Group 2, Census Tract 3351, Middlesex County, Massachusetts",437,103,16,26,14,24,56,82,0,12,0,12,0,12,28,31,47,76,0,12,26,31,50,35,48,34,48,38,34,38,35,46,35,41
1500000US250173351003,250173351003,"Block Group 3, Census Tract 3351, Middlesex County, Massachusetts",297,101,13,22,0,12,12,19,33,50,36,58,13,20,0,12,16,25,15,24,57,69,53,67,13,22,13,21,0,12,23,35,0,12
1500000US250173351004,250173351004,"Block Group 4, Census Tract 3351, Middlesex County, Massachusetts",596,126,0,12,86,81,12,18,17,28,10,16,0,12,12,21,30,32,0,12,73,54,25,29,185,111,77,63,0,12,69,46,0,12
1500000US250173351005,250173351005,"Block Group 5, Census Tract 3351, Middlesex County, Massachusetts",393,116,0,12,0,12,10,15,0,12,55,61,0,12,0,12,0,12,11,17,0,12,30,37,58,72,48,69,50,47,32,37,99,55
1500000US250173351006,250173351006,"Block Group 6, Census Tract 3351, Middlesex County, Massachusetts",247,67,13,21,0,12,0,12,0,12,0,12,0,12,26,28,0,12,11,17,16,25,13,22,39,34,52,37,13,20,0,12,64,54
1500000US250173352001,250173352001,"Block Group 1, Census Tract 3352, Middlesex County, Massachusetts",221,85,0,12,0,12,21,33,0,12,0,12,14,23,12,20,0,12,0,12,20,30,43,35,25,29,42,59,13,22,7,12,24,29
1500000US250173352002,250173352002,"Block Group 2, Census Tract 3352, Middlesex County, Massachusetts",328,89,0,12,0,12,64,81,0,12,0,12,33,26,0,12,18,28,14,23,25,28,16,27,25,29,29,31,32,35,43,41,29,33
1500000US250173352003,250173352003,"Block Group 3, Census Tract 3352, Middlesex County, Massachusetts",260,61,17,28,0,12,12,19,16,25,0,12,13,22,0,12,0,12,13,28,0,12,19,31,27,31,30,35,13,19,72,49,28,31
1500000US250173352004,250173352004,"Block Group 4, Census Tract 3352, Middlesex County, Massachusetts",703,103,52,49,0,12,38,38,11,19,15,24,16,28,0,12,54,54,0,12,68,47,37,41,172,93,95,61,12,19,74,53,59,35
1500000US250173352005,250173352005,"Block Group 5, Census Tract 3352, Middlesex County, Massachusetts",770,154,74,103,0,12,47,73,15,25,0,12,95,92,19,32,13,23,9,15,15,23,35,35,52,37,54,44,71,58,125,71,146,83
1500000US250173353011,250173353011,"Block Group 1, Census Tract 3353.01, Middlesex County, Massachusetts",860,105,80,44,66,52,9,14,55,51,10,15,28,21,44,35,8,13,29,28,23,26,46,40,53,38,108,65,64,37,118,56,119,78
1500000US250173353012,250173353012,"Block Group 2, Census Tract 3353.01, Middlesex County, Massachusetts",472,85,19,22,13,21,18,19,28,33,9,14,0,12,7,10,8,12,0,12,24,24,135,83,25,23,65,36,61,41,49,38,11,12
1500000US250173353013,250173353013,"Block Group 3, Census Tract 3353.01, Middlesex County, Massachusetts",356,85,53,50,0,12,7,11,0,12,32,42,7,12,0,12,9,15,7,12,25,31,44,35,57,61,56,40,20,24,25,36,14,23
1500000US250173353021,250173353021,"Block Group 1, Census Tract 3353.02, Middlesex County, Massachusetts",258,94,47,52,0,12,10,15,0,12,60,60,26,43,0,12,9,15,8,13,0,12,25,40,28,33,7,11,12,19,21,23,5,10
1500000US250173353022,250173353022,"Block Group 2, Census Tract 3353.02, Middlesex County, Massachusetts",1214,111,10,15,11,16,0,12,50,40,0,12,0,12,16,18,8,12,9,13,168,74,199,98,205,93,162,70,78,49,181,82,117,53
1500000US250173353023,250173353023,"Block Group 3, Census Tract 3353.02, Middlesex County, Massachusetts",384,66,0,12,0,12,38,30,16,19,46,51,30,27,11,18,26,28,0,12,26,31,18,29,79,39,21,25,5,11,47,34,21,22
1500000US250173354001,250173354001,"Block Group 1, Census Tract 3354, Middlesex County, Massachusetts",191,34,0,12,0,12,8,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,24,22,44,27,33,26,24,20,44,26,7,11
1500000US250173354002,250173354002,"Block Group 2, Census Tract 3354, Middlesex County, Massachusetts",731,78,17,19,0,12,8,12,8,13,8,13,0,12,6,9,16,18,65,64,38,44,77,52,103,48,122,55,87,51,73,40,103,43
1500000US250173354003,250173354003,"Block Group 3, Census Tract 3354, Middlesex County, Massachusetts",549,84,7,13,16,17,0,12,14,16,9,13,16,18,15,16,12,14,24,21,95,59,54,39,121,62,35,28,36,30,73,39,22,22
1500000US250173354004,250173354004,"Block Group 4, Census Tract 3354, Middlesex County, Massachusetts",272,52,0,12,7,12,0,12,17,19,9,13,0,12,6,9,15,18,0,12,0,12,30,24,27,22,107,53,18,15,28,26,8,13
1500000US250173361001,250173361001,"Block Group 1, Census Tract 3361, Middlesex County, Massachusetts",385,93,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,15,24,12,19,34,36,70,52,43,42,137,100,61,42,0,12
1500000US250173361002,250173361002,"Block Group 2, Census Tract 3361, Middlesex County, Massachusetts",751,110,69,68,26,32,102,81,86,58,56,45,14,23,14,22,45,40,29,33,45,43,62,75,73,81,70,52,14,22,31,38,15,23
1500000US250173361003,250173361003,"Block Group 3, Census Tract 3361, Middlesex County, Massachusetts",269,89,0,12,0,12,0,12,0,12,18,28,15,23,0,12,44,67,0,12,17,25,0,12,30,33,15,23,37,34,62,43,31,37
1500000US250173361004,250173361004,"Block Group 4, Census Tract 3361, Middlesex County, Massachusetts",241,61,0,12,0,12,0,12,0,12,13,21,12,19,0,12,14,23,0,12,0,12,62,45,13,23,0,12,0,12,96,49,31,34
1500000US250173361005,250173361005,"Block Group 5, Census Tract 3361, Middlesex County, Massachusetts",240,46,0,12,0,12,0,12,0,12,0,12,0,12,11,19,0,12,0,12,10,16,0,12,40,35,0,12,60,48,50,38,69,45
1500000US250173361006,250173361006,"Block Group 6, Census Tract 3361, Middlesex County, Massachusetts",449,103,0,12,65,84,70,63,16,25,31,35,0,12,41,63,0,12,55,82,0,12,0,12,11,19,57,45,0,12,41,41,62,53
1500000US250173362001,250173362001,"Block Group 1, Census Tract 3362, Middlesex County, Massachusetts",312,75,0,12,59,69,0,12,0,12,0,12,13,20,35,54,11,19,0,12,36,40,20,32,13,21,10,17,57,41,46,40,12,20
1500000US250173362002,250173362002,"Block Group 2, Census Tract 3362, Middlesex County, Massachusetts",349,69,0,12,0,12,0,12,0,12,0,12,42,49,0,12,0,12,0,12,54,77,11,17,50,44,70,50,19,31,57,54,46,46
1500000US250173362003,250173362003,"Block Group 3, Census Tract 3362, Middlesex County, Massachusetts",431,105,0,12,49,76,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,19,0,12,52,44,71,58,18,29,79,48,150,98
1500000US250173362004,250173362004,"Block Group 4, Census Tract 3362, Middlesex County, Massachusetts",359,85,0,12,32,31,0,12,0,12,11,19,0,12,0,12,24,29,0,12,15,24,0,12,80,58,21,25,14,21,64,45,98,82
1500000US250173362005,250173362005,"Block Group 5, Census Tract 3362, Middlesex County, Massachusetts",244,48,0,12,9,15,0,12,14,22,0,12,0,12,12,19,13,21,0,12,66,45,11,18,13,21,39,39,13,21,40,40,14,21
1500000US250173362006,250173362006,"Block Group 6, Census Tract 3362, Middlesex County, Massachusetts",215,75,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,24,28,38,63,54,32,0,12,53,36,30,32
1500000US250173362007,250173362007,"Block Group 7, Census Tract 3362, Middlesex County, Massachusetts",298,75,0,12,11,17,0,12,0,12,0,12,9,15,0,12,0,12,0,12,0,12,21,23,38,34,37,41,100,63,30,37,52,49
1500000US250173363001,250173363001,"Block Group 1, Census Tract 3363, Middlesex County, Massachusetts",244,73,23,35,0,12,10,17,0,12,0,12,10,16,0,12,17,20,0,12,22,34,0,12,16,27,0,12,51,53,13,21,82,75
1500000US250173363002,250173363002,"Block Group 2, Census Tract 3363, Middlesex County, Massachusetts",306,91,0,12,0,12,0,12,0,12,22,27,29,34,0,12,0,12,0,12,54,64,13,22,97,74,48,51,0,12,28,32,15,24
1500000US250173363003,250173363003,"Block Group 3, Census Tract 3363, Middlesex County, Massachusetts",293,70,15,24,25,38,0,12,0,12,13,22,0,12,0,12,32,38,0,12,31,36,44,42,29,39,64,66,0,12,18,29,22,27
1500000US250173363004,250173363004,"Block Group 4, Census Tract 3363, Middlesex County, Massachusetts",242,67,0,12,0,12,10,16,0,12,0,12,23,34,14,17,9,15,0,12,0,12,0,12,25,38,0,12,48,44,14,22,99,66
1500000US250173363005,250173363005,"Block Group 5, Census Tract 3363, Middlesex County, Massachusetts",560,97,0,12,0,12,9,14,0,12,8,12,0,12,12,18,56,79,38,44,21,19,106,74,75,54,51,50,80,67,87,51,17,26
1500000US250173363006,250173363006,"Block Group 6, Census Tract 3363, Middlesex County, Massachusetts",559,98,0,12,0,12,0,12,0,12,0,12,13,20,13,21,0,12,0,12,21,27,77,69,99,67,159,98,28,34,60,58,89,82
1500000US250173363007,250173363007,"Block Group 7, Census Tract 3363, Middlesex County, Massachusetts",323,86,20,23,18,20,0,12,16,18,0,12,7,11,0,12,54,59,0,12,14,16,50,48,18,22,30,28,60,53,0,12,36,33
1500000US250173364011,250173364011,"Block Group 1, Census Tract 3364.01, Middlesex County, Massachusetts",366,71,0,12,0,12,13,22,12,20,49,32,30,33,14,23,0,12,15,19,36,30,36,35,85,54,50,48,0,12,15,22,11,19
1500000US250173364012,250173364012,"Block Group 2, Census Tract 3364.01, Middlesex County, Massachusetts",963,138,63,76,24,29,25,24,41,42,13,22,29,47,44,40,52,46,96,55,59,49,69,77,118,77,35,41,122,74,97,51,76,61
1500000US250173364013,250173364013,"Block Group 3, Census Tract 3364.01, Middlesex County, Massachusetts",760,126,49,43,19,25,0,12,9,14,21,25,25,31,0,12,58,61,86,82,73,45,113,100,90,100,50,46,88,74,59,51,20,32
1500000US250173364021,250173364021,"Block Group 1, Census Tract 3364.02, Middlesex County, Massachusetts",562,135,17,27,0,12,9,14,18,30,62,80,0,12,0,12,104,98,49,48,35,47,47,46,29,32,17,28,1,11,106,78,68,54
1500000US250173364022,250173364022,"Block Group 2, Census Tract 3364.02, Middlesex County, Massachusetts",536,79,49,43,28,25,39,43,17,26,0,12,14,23,28,31,0,12,51,59,17,30,54,41,50,49,24,27,86,73,57,48,22,40
1500000US250173364023,250173364023,"Block Group 3, Census Tract 3364.02, Middlesex County, Massachusetts",598,121,56,49,0,12,23,28,33,36,28,32,28,30,77,92,0,12,0,12,17,27,26,31,104,103,61,59,50,44,83,91,12,21
1500000US250173364024,250173364024,"Block Group 4, Census Tract 3364.02, Middlesex County, Massachusetts",494,130,0,12,0,12,0,12,0,12,5,9,0,12,20,33,0,12,10,17,70,55,27,32,243,134,0,12,27,28,77,60,15,27
1500000US250173371011,250173371011,"Block Group 1, Census Tract 3371.01, Middlesex County, Massachusetts",527,70,20,22,19,21,21,22,33,29,0,12,0,12,0,12,0,12,20,18,0,12,26,21,29,23,113,56,103,58,62,38,81,37
1500000US250173371012,250173371012,"Block Group 2, Census Tract 3371.01, Middlesex County, Massachusetts",753,70,49,36,75,50,9,15,51,42,29,26,18,20,41,31,31,28,0,12,65,48,51,36,96,47,60,38,83,67,63,34,32,26
1500000US250173371021,250173371021,"Block Group 1, Census Tract 3371.02, Middlesex County, Massachusetts",284,52,0,12,32,23,7,13,19,30,11,17,28,25,7,11,0,12,0,12,15,16,8,13,26,20,35,27,57,52,23,23,16,18
1500000US250173371022,250173371022,"Block Group 2, Census Tract 3371.02, Middlesex County, Massachusetts",657,87,23,37,0,12,9,13,19,22,23,37,36,43,9,14,9,15,14,16,77,55,10,16,85,45,88,37,50,33,96,57,109,45
1500000US250173371023,250173371023,"Block Group 3, Census Tract 3371.02, Middlesex County, Massachusetts",1010,91,13,16,17,19,35,27,9,15,20,23,71,50,34,27,30,23,22,22,106,62,72,39,126,56,104,55,74,42,140,67,137,56
1500000US250173372011,250173372011,"Block Group 1, Census Tract 3372.01, Middlesex County, Massachusetts",839,95,35,27,16,18,68,59,43,30,27,24,66,40,8,12,63,46,39,31,50,33,67,40,106,55,106,65,56,34,46,32,43,32
1500000US250173372012,250173372012,"Block Group 2, Census Tract 3372.01, Middlesex County, Massachusetts",266,56,0,12,0,12,21,32,5,8,9,14,21,16,14,15,0,12,8,14,43,57,0,12,28,26,40,32,63,42,0,12,14,16
1500000US250173372013,250173372013,"Block Group 3, Census Tract 3372.01, Middlesex County, Massachusetts",345,68,7,11,14,20,12,18,16,17,45,51,8,13,7,11,22,25,27,25,33,39,16,18,87,66,16,18,35,29,0,12,0,12
1500000US250173372021,250173372021,"Block Group 1, Census Tract 3372.02, Middlesex County, Massachusetts",562,111,14,22,0,12,59,74,0,12,0,12,14,24,16,26,60,96,28,32,41,37,46,34,32,37,68,44,67,46,74,51,43,42
1500000US250173372022,250173372022,"Block Group 2, Census Tract 3372.02, Middlesex County, Massachusetts",505,95,0,12,15,24,0,12,0,12,33,38,50,77,12,21,0,12,0,12,64,64,107,94,26,30,98,59,0,12,41,36,59,42
1500000US250173372023,250173372023,"Block Group 3, Census Tract 3372.02, Middlesex County, Massachusetts",591,116,16,26,137,112,0,12,66,83,26,30,32,38,14,23,14,22,0,12,53,50,65,56,54,44,13,21,43,40,58,48,0,12
1500000US250173372024,250173372024,"Block Group 4, Census Tract 3372.02, Middlesex County, Massachusetts",385,89,0,12,0,12,25,28,44,70,0,12,0,12,0,12,29,32,16,25,28,33,15,23,89,81,0,12,72,45,14,24,53,43
1500000US250173373001,250173373001,"Block Group 1, Census Tract 3373, Middlesex County, Massachusetts",437,110,31,37,16,25,0,12,14,22,0,12,63,79,98,90,59,69,14,22,0,12,0,12,60,48,38,44,0,12,0,12,44,36
1500000US250173373002,250173373002,"Block Group 2, Census Tract 3373, Middlesex County, Massachusetts",279,89,0,12,72,72,0,12,0,12,64,73,0,12,0,12,0,12,0,12,10,16,28,33,29,35,33,26,0,12,26,31,17,26
1500000US250173373003,250173373003,"Block Group 3, Census Tract 3373, Middlesex County, Massachusetts",455,98,0,12,14,22,0,12,0,12,0,12,9,14,15,26,8,12,14,22,12,18,35,38,106,95,28,34,36,41,76,54,102,58
1500000US250173373004,250173373004,"Block Group 4, Census Tract 3373, Middlesex County, Massachusetts",962,160,16,27,15,23,27,30,27,30,12,19,28,33,63,86,86,77,14,22,45,40,74,52,225,124,101,66,18,23,121,92,90,77
1500000US250173373005,250173373005,"Block Group 5, Census Tract 3373, Middlesex County, Massachusetts",198,44,0,12,14,22,14,23,0,12,0,12,12,20,0,12,18,28,0,12,0,12,24,28,70,50,16,26,11,18,19,32,0,12
1500000US250173381001,250173381001,"Block Group 1, Census Tract 3381, Middlesex County, Massachusetts",462,55,9,14,0,12,10,15,0,12,0,12,11,13,0,12,34,41,0,12,7,11,25,17,38,27,69,36,14,15,77,41,168,52
1500000US250173381002,250173381002,"Block Group 2, Census Tract 3381, Middlesex County, Massachusetts",506,70,0,12,0,12,0,12,0,12,8,13,16,17,0,12,17,19,8,14,32,27,57,36,73,41,31,27,43,33,105,46,116,60
1500000US250173382001,250173382001,"Block Group 1, Census Tract 3382, Middlesex County, Massachusetts",1109,94,41,26,21,34,23,21,16,17,34,27,8,13,58,38,34,26,6,10,99,53,129,55,142,69,94,48,125,43,164,66,115,44
1500000US250173382002,250173382002,"Block Group 2, Census Tract 3382, Middlesex County, Massachusetts",416,76,0,12,25,39,0,12,7,11,11,17,0,12,0,12,14,16,7,12,14,17,43,38,37,31,36,29,24,27,166,86,32,29
1500000US250173383001,250173383001,"Block Group 1, Census Tract 3383, Middlesex County, Massachusetts",229,38,0,12,0,12,0,12,0,12,0,12,0,12,8,14,18,18,0,12,18,19,10,14,27,21,18,20,8,13,39,25,83,35
1500000US250173383002,250173383002,"Block Group 2, Census Tract 3383, Middlesex County, Massachusetts",483,64,0,12,0,12,21,23,10,14,0,12,27,24,0,12,27,41,9,15,50,34,33,25,46,34,80,38,74,36,6,12,100,37
1500000US250173383003,250173383003,"Block Group 3, Census Tract 3383, Middlesex County, Massachusetts",452,61,17,18,0,12,9,14,41,49,0,12,20,21,0,12,0,12,0,12,16,18,44,41,9,13,43,32,24,19,53,34,176,45
1500000US250173384001,250173384001,"Block Group 1, Census Tract 3384, Middlesex County, Massachusetts",584,78,14,21,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,26,52,34,57,40,63,49,109,57,37,26,229,65
1500000US250173384002,250173384002,"Block Group 2, Census Tract 3384, Middlesex County, Massachusetts",401,56,0,12,0,12,0,12,12,19,0,12,7,12,21,23,9,13,0,12,0,12,7,10,30,27,27,24,0,12,51,36,237,61
1500000US250173384003,250173384003,"Block Group 3, Census Tract 3384, Middlesex County, Massachusetts",444,73,13,20,9,15,16,19,0,12,0,12,0,12,33,39,0,12,0,12,12,15,7,11,61,36,54,51,18,21,28,27,193,57
1500000US250173384004,250173384004,"Block Group 4, Census Tract 3384, Middlesex County, Massachusetts",533,63,0,12,0,12,13,14,0,12,34,47,8,13,0,12,0,12,7,12,46,32,11,18,31,27,48,33,78,48,83,54,174,68
1500000US250173385001,250173385001,"Block Group 1, Census Tract 3385, Middlesex County, Massachusetts",459,51,7,11,0,12,0,12,0,12,9,13,0,12,0,12,16,24,0,12,22,23,15,22,34,30,10,17,64,36,72,40,210,61
1500000US250173385002,250173385002,"Block Group 2, Census Tract 3385, Middlesex County, Massachusetts",510,50,0,12,0,12,0,12,14,20,12,19,0,12,0,12,0,12,12,19,11,17,22,25,9,15,45,36,18,20,73,47,294,65
1500000US250173385003,250173385003,"Block Group 3, Census Tract 3385, Middlesex County, Massachusetts",468,60,19,21,0,12,0,12,0,12,22,34,0,12,0,12,0,12,0,12,0,12,23,24,0,12,36,33,18,21,57,35,293,68
1500000US250173385004,250173385004,"Block Group 4, Census Tract 3385, Middlesex County, Massachusetts",530,66,41,34,42,34,19,25,42,34,11,16,22,25,0,12,10,16,6,10,0,12,39,33,33,26,38,27,31,25,77,49,119,44
1500000US250173391001,250173391001,"Block Group 1, Census Tract 3391, Middlesex County, Massachusetts",278,50,0,12,0,12,0,12,0,12,0,12,0,12,13,21,0,12,0,12,29,44,38,37,40,37,23,26,38,30,89,44,8,14
1500000US250173391002,250173391002,"Block Group 2, Census Tract 3391, Middlesex County, Massachusetts",514,94,28,32,0,12,0,12,27,30,44,36,26,30,11,18,29,33,24,28,10,16,76,81,37,35,106,71,38,35,46,40,12,21
1500000US250173391003,250173391003,"Block Group 3, Census Tract 3391, Middlesex County, Massachusetts",638,126,31,35,88,56,31,26,25,27,96,87,31,35,34,39,0,12,51,49,86,82,17,28,45,43,74,53,13,20,16,24,0,12
1500000US250173391004,250173391004,"Block Group 4, Census Tract 3391, Middlesex County, Massachusetts",942,142,107,86,130,99,94,82,148,112,57,47,39,36,14,24,0,12,0,12,57,44,31,35,40,40,71,53,40,37,32,37,82,53
1500000US250173391005,250173391005,"Block Group 5, Census Tract 3391, Middlesex County, Massachusetts",378,70,13,21,0,12,0,12,0,12,0,12,21,24,0,12,0,12,0,12,15,25,22,24,12,21,30,35,61,44,117,53,87,68
1500000US250173392001,250173392001,"Block Group 1, Census Tract 3392, Middlesex County, Massachusetts",213,55,0,12,0,12,0,12,21,30,0,12,0,12,0,12,0,12,0,12,43,47,8,15,15,24,29,33,37,35,21,25,39,36
1500000US250173392002,250173392002,"Block Group 2, Census Tract 3392, Middlesex County, Massachusetts",260,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,24,74,50,36,31,53,49,83,55
1500000US250173392003,250173392003,"Block Group 3, Census Tract 3392, Middlesex County, Massachusetts",413,114,14,25,0,12,0,12,0,12,47,52,0,12,0,12,32,18,25,39,0,12,0,12,112,77,26,22,28,33,101,91,28,23
1500000US250173392004,250173392004,"Block Group 4, Census Tract 3392, Middlesex County, Massachusetts",545,103,0,12,15,25,18,29,13,21,0,12,40,61,22,25,0,12,23,37,45,47,53,50,141,75,28,44,29,32,57,47,61,50
1500000US250173392005,250173392005,"Block Group 5, Census Tract 3392, Middlesex County, Massachusetts",303,65,0,12,0,12,0,12,0,12,38,54,0,12,13,18,18,29,0,12,23,36,17,31,45,43,0,12,63,63,71,49,15,26
1500000US250173392006,250173392006,"Block Group 6, Census Tract 3392, Middlesex County, Massachusetts",330,83,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,53,77,53,43,52,60,61,49,14,24,56,41,41,37
1500000US250173393001,250173393001,"Block Group 1, Census Tract 3393, Middlesex County, Massachusetts",283,57,71,51,14,16,8,14,25,20,10,16,15,16,19,22,13,14,6,11,18,18,0,12,7,10,39,31,21,14,0,12,17,17
1500000US250173393002,250173393002,"Block Group 2, Census Tract 3393, Middlesex County, Massachusetts",319,63,8,13,0,12,0,12,8,14,33,29,23,22,7,11,24,39,5,8,29,23,7,11,39,33,42,34,34,31,31,27,29,29
1500000US250173393003,250173393003,"Block Group 3, Census Tract 3393, Middlesex County, Massachusetts",542,67,27,26,7,11,0,12,0,12,32,28,32,28,30,28,12,14,19,21,17,19,82,45,76,49,70,40,38,30,24,24,76,40
1500000US250173394001,250173394001,"Block Group 1, Census Tract 3394, Middlesex County, Massachusetts",354,60,40,26,52,35,21,22,7,11,6,10,19,14,0,12,13,15,7,10,0,12,19,21,61,36,45,28,23,26,28,28,13,14
1500000US250173394002,250173394002,"Block Group 2, Census Tract 3394, Middlesex County, Massachusetts",265,51,18,20,19,18,34,40,0,12,12,17,7,12,8,12,0,12,0,12,37,44,0,12,38,28,24,28,38,36,0,12,30,25
1500000US250173394003,250173394003,"Block Group 3, Census Tract 3394, Middlesex County, Massachusetts",403,64,42,38,0,12,38,34,0,12,15,18,21,33,0,12,44,33,0,12,8,13,15,24,81,45,52,44,29,24,19,21,39,33
