GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US250173116005,250173116005,"Block Group 5, Census Tract 3116, Middlesex County, Massachusetts",194,43,0,12,8,12,20,24,0,12,9,14,9,14,21,23,0,12,0,12,18,19,12,19,15,17,28,26,35,43,9,14,10,15
1500000US250173117001,250173117001,"Block Group 1, Census Tract 3117, Middlesex County, Massachusetts",301,76,8,13,36,45,37,36,25,31,0,12,0,12,0,12,0,12,21,35,0,12,29,25,88,50,15,16,42,27,0,12,0,12
1500000US250173117002,250173117002,"Block Group 2, Census Tract 3117, Middlesex County, Massachusetts",232,79,0,12,0,12,10,14,7,12,42,40,7,11,41,41,0,12,10,15,45,41,12,19,10,16,18,21,9,13,6,9,15,18
1500000US250173117003,250173117003,"Block Group 3, Census Tract 3117, Middlesex County, Massachusetts",433,87,38,39,25,26,13,19,21,35,36,42,10,15,17,28,0,12,24,35,56,50,91,53,34,37,37,46,23,26,8,13,0,12
1500000US250173117004,250173117004,"Block Group 4, Census Tract 3117, Middlesex County, Massachusetts",492,107,48,49,46,47,29,27,20,24,0,12,20,32,28,27,0,12,52,49,23,38,65,45,96,70,31,30,0,12,13,17,21,20
1500000US250173118001,250173118001,"Block Group 1, Census Tract 3118, Middlesex County, Massachusetts",558,98,48,36,40,40,65,52,41,42,0,12,77,48,20,32,44,41,8,16,9,15,65,48,29,32,72,62,15,23,0,12,25,33
1500000US250173118002,250173118002,"Block Group 2, Census Tract 3118, Middlesex County, Massachusetts",489,96,104,67,32,32,15,16,40,55,28,29,0,12,87,59,0,12,8,13,38,41,40,28,46,33,11,20,0,12,27,31,13,21
1500000US250173119001,250173119001,"Block Group 1, Census Tract 3119, Middlesex County, Massachusetts",493,87,98,62,27,26,55,39,9,14,36,33,46,54,6,10,12,18,38,38,46,38,29,28,34,35,20,20,0,12,23,24,14,25
1500000US250173119002,250173119002,"Block Group 2, Census Tract 3119, Middlesex County, Massachusetts",648,95,44,37,208,76,46,32,37,31,51,59,59,38,25,28,9,15,6,10,70,54,45,46,16,19,21,34,0,12,11,19,0,12
1500000US250173120001,250173120001,"Block Group 1, Census Tract 3120, Middlesex County, Massachusetts",450,71,40,31,44,38,51,28,25,22,13,15,47,37,27,23,34,29,27,30,36,33,37,24,48,32,16,13,5,7,0,12,0,12
1500000US250173120002,250173120002,"Block Group 2, Census Tract 3120, Middlesex County, Massachusetts",478,71,14,17,36,28,30,20,33,26,12,19,24,23,37,32,54,53,11,18,99,47,58,36,40,32,5,7,8,9,17,17,0,12
1500000US250173121001,250173121001,"Block Group 1, Census Tract 3121, Middlesex County, Massachusetts",448,85,112,64,39,29,17,20,0,12,22,27,7,13,8,16,25,30,15,16,61,55,72,48,18,17,23,22,10,18,19,21,0,12
1500000US250173121002,250173121002,"Block Group 2, Census Tract 3121, Middlesex County, Massachusetts",233,60,6,9,0,12,0,12,19,29,14,16,14,19,23,23,0,12,35,42,7,13,0,12,79,60,27,30,0,12,9,16,0,12
1500000US250173121003,250173121003,"Block Group 3, Census Tract 3121, Middlesex County, Massachusetts",469,91,85,75,13,21,34,29,71,62,39,46,10,16,26,32,7,13,37,46,54,52,6,11,22,21,18,21,9,16,38,39,0,12
1500000US250173122001,250173122001,"Block Group 1, Census Tract 3122, Middlesex County, Massachusetts",661,122,23,22,43,42,27,34,24,22,35,33,0,12,39,30,0,12,29,30,86,57,82,60,144,92,46,30,44,47,20,18,19,29
1500000US250173122002,250173122002,"Block Group 2, Census Tract 3122, Middlesex County, Massachusetts",374,108,62,98,18,28,0,12,6,10,25,29,0,12,9,14,0,12,0,12,95,94,9,16,67,67,33,44,43,48,7,11,0,12
1500000US250173122003,250173122003,"Block Group 3, Census Tract 3122, Middlesex County, Massachusetts",292,91,20,32,22,21,25,28,45,53,11,18,0,12,5,10,27,35,22,33,14,16,24,23,50,55,13,17,14,21,0,12,0,12
1500000US250173122004,250173122004,"Block Group 4, Census Tract 3122, Middlesex County, Massachusetts",297,78,14,15,0,12,6,10,6,9,0,12,6,10,11,18,5,8,12,14,34,37,56,41,91,72,35,40,12,18,9,13,0,12
1500000US250173123001,250173123001,"Block Group 1, Census Tract 3123, Middlesex County, Massachusetts",490,149,21,25,0,12,0,12,0,12,59,96,116,126,23,37,0,12,25,34,74,89,37,38,49,50,26,31,36,29,24,27,0,12
1500000US250173123002,250173123002,"Block Group 2, Census Tract 3123, Middlesex County, Massachusetts",623,135,0,12,0,12,11,17,0,12,29,43,0,12,16,27,28,34,47,49,100,90,114,92,62,58,99,75,73,72,0,12,44,50
1500000US250173123003,250173123003,"Block Group 3, Census Tract 3123, Middlesex County, Massachusetts",829,153,9,14,62,58,34,40,37,36,21,27,48,40,61,50,0,12,42,31,118,105,107,101,101,60,33,38,105,62,18,23,33,34
1500000US250173124001,250173124001,"Block Group 1, Census Tract 3124, Middlesex County, Massachusetts",385,67,109,51,74,33,33,20,33,25,23,21,5,9,14,16,18,22,10,11,43,47,12,20,7,10,0,12,4,7,0,12,0,12
1500000US250173124002,250173124002,"Block Group 2, Census Tract 3124, Middlesex County, Massachusetts",513,62,90,47,31,28,19,17,29,28,12,11,32,20,29,26,17,22,0,12,78,38,54,38,88,40,17,16,4,6,13,16,0,12
1500000US250173125011,250173125011,"Block Group 1, Census Tract 3125.01, Middlesex County, Massachusetts",874,89,7,13,41,48,43,45,14,15,13,16,46,43,39,39,45,46,36,31,57,35,54,34,109,60,87,62,22,23,217,95,44,31
1500000US250173125012,250173125012,"Block Group 2, Census Tract 3125.01, Middlesex County, Massachusetts",223,55,0,12,17,15,13,14,9,16,7,11,7,12,0,12,0,12,0,12,15,19,0,12,31,26,59,44,10,16,34,32,21,23
1500000US250173125013,250173125013,"Block Group 3, Census Tract 3125.01, Middlesex County, Massachusetts",615,91,8,13,103,68,51,46,78,72,7,11,51,28,26,23,41,28,17,18,23,22,50,28,50,40,18,19,26,30,30,24,36,26
1500000US250173125021,250173125021,"Block Group 1, Census Tract 3125.02, Middlesex County, Massachusetts",799,86,71,43,77,58,29,23,44,33,41,42,63,57,32,44,7,11,0,12,89,56,46,31,31,24,58,34,86,55,93,47,32,21
1500000US250173125022,250173125022,"Block Group 2, Census Tract 3125.02, Middlesex County, Massachusetts",266,55,0,12,0,12,0,12,0,12,8,12,0,12,17,18,10,16,0,12,25,23,27,32,41,29,59,38,57,39,9,12,13,11
1500000US250173125023,250173125023,"Block Group 3, Census Tract 3125.02, Middlesex County, Massachusetts",531,71,0,12,8,13,10,15,10,15,59,63,36,24,12,18,41,41,9,14,35,30,60,46,90,49,46,30,21,20,66,37,28,37
1500000US250173131011,250173131011,"Block Group 1, Census Tract 3131.01, Middlesex County, Massachusetts",957,109,16,25,0,12,10,16,0,12,63,40,8,13,8,13,23,27,25,34,138,98,79,100,197,89,169,70,114,63,43,45,64,52
1500000US250173131012,250173131012,"Block Group 2, Census Tract 3131.01, Middlesex County, Massachusetts",768,92,0,12,12,19,0,12,33,39,28,32,0,12,10,17,55,46,0,12,87,63,58,56,69,49,22,22,75,53,115,65,204,84
1500000US250173131013,250173131013,"Block Group 3, Census Tract 3131.01, Middlesex County, Massachusetts",380,63,0,12,0,12,0,12,0,12,0,12,0,12,6,12,0,12,0,12,0,12,0,12,39,47,38,37,38,31,106,55,153,57
1500000US250173131021,250173131021,"Block Group 1, Census Tract 3131.02, Middlesex County, Massachusetts",400,94,0,12,0,12,47,74,0,12,0,12,0,12,0,12,18,28,18,28,0,12,86,80,72,60,34,51,74,63,51,50,0,12
1500000US250173131022,250173131022,"Block Group 2, Census Tract 3131.02, Middlesex County, Massachusetts",356,90,0,12,0,12,0,12,13,20,0,12,17,26,0,12,14,22,0,12,44,39,104,60,54,50,12,18,0,12,80,76,18,28
1500000US250173131023,250173131023,"Block Group 3, Census Tract 3131.02, Middlesex County, Massachusetts",946,114,47,43,36,28,0,12,14,24,0,12,27,30,0,12,21,25,45,42,13,20,86,88,159,69,131,77,75,56,207,113,85,81
1500000US250173131024,250173131024,"Block Group 4, Census Tract 3131.02, Middlesex County, Massachusetts",445,82,17,27,0,12,0,12,0,12,20,24,17,27,0,12,0,12,0,12,14,23,48,62,57,43,94,58,83,60,35,40,60,42
1500000US250173141011,250173141011,"Block Group 1, Census Tract 3141.01, Middlesex County, Massachusetts",479,112,0,12,18,29,17,26,0,12,14,22,32,36,0,12,58,54,0,12,68,55,6,13,0,12,114,97,89,62,47,45,16,27
1500000US250173141012,250173141012,"Block Group 2, Census Tract 3141.01, Middlesex County, Massachusetts",536,120,31,36,23,38,15,25,0,12,14,22,16,27,17,25,17,26,17,27,29,34,32,38,29,33,47,46,128,101,72,65,49,45
1500000US250173141013,250173141013,"Block Group 3, Census Tract 3141.01, Middlesex County, Massachusetts",1119,171,0,12,0,12,48,34,34,37,69,55,0,12,18,29,51,55,17,28,157,116,156,110,96,59,216,86,84,84,107,96,66,59
1500000US250173141021,250173141021,"Block Group 1, Census Tract 3141.02, Middlesex County, Massachusetts",499,137,0,12,0,12,0,12,0,12,49,57,31,35,17,26,31,35,0,12,24,36,119,119,49,44,74,61,36,31,34,37,35,35
1500000US250173141022,250173141022,"Block Group 2, Census Tract 3141.02, Middlesex County, Massachusetts",519,133,9,14,0,12,31,36,20,34,85,105,0,12,0,12,0,12,0,12,40,43,51,42,30,35,158,85,44,51,51,59,0,12
1500000US250173141023,250173141023,"Block Group 3, Census Tract 3141.02, Middlesex County, Massachusetts",521,130,15,24,14,25,25,38,0,12,0,12,30,25,0,12,0,12,104,119,58,54,46,40,88,91,16,25,67,55,58,51,0,12
1500000US250173141024,250173141024,"Block Group 4, Census Tract 3141.02, Middlesex County, Massachusetts",722,131,0,12,61,60,78,59,18,27,14,23,41,49,35,56,27,43,8,15,18,29,83,62,145,105,135,104,34,37,25,32,0,12
1500000US250173141025,250173141025,"Block Group 5, Census Tract 3141.02, Middlesex County, Massachusetts",686,137,16,25,51,54,47,45,17,28,17,26,76,64,0,12,41,37,70,99,41,62,106,66,69,50,58,71,62,67,15,24,0,12
1500000US250173142001,250173142001,"Block Group 1, Census Tract 3142, Middlesex County, Massachusetts",592,148,85,83,66,79,83,82,12,21,29,33,21,33,0,12,22,25,31,35,14,24,146,119,29,32,19,30,0,12,27,32,8,14
1500000US250173142002,250173142002,"Block Group 2, Census Tract 3142, Middlesex County, Massachusetts",710,139,16,25,0,12,27,22,20,32,72,78,0,12,0,12,12,21,21,35,73,69,59,44,180,132,17,24,51,41,61,45,101,59
1500000US250173142003,250173142003,"Block Group 3, Census Tract 3142, Middlesex County, Massachusetts",672,131,25,30,17,27,30,34,25,27,13,20,9,18,15,25,15,25,41,42,30,35,146,114,161,77,54,42,43,37,17,21,31,41
1500000US250173143011,250173143011,"Block Group 1, Census Tract 3143.01, Middlesex County, Massachusetts",657,137,0,12,10,18,0,12,17,26,0,12,35,56,0,12,12,19,14,22,11,17,155,88,79,61,0,12,137,105,58,46,129,57
1500000US250173143012,250173143012,"Block Group 2, Census Tract 3143.01, Middlesex County, Massachusetts",205,79,56,71,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,30,49,40,38,37,0,12,31,28,0,12
1500000US250173143013,250173143013,"Block Group 3, Census Tract 3143.01, Middlesex County, Massachusetts",779,118,0,12,12,20,11,17,13,21,45,42,11,18,13,19,0,12,25,27,23,28,68,47,152,95,91,65,72,53,155,86,88,56
